2025-05-15 21:29:47,391 - INFO - Connected to Drone at 127.0.0.1:5000
2025-05-15 21:29:47,393 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:29:47.393363Z'}
2025-05-15 21:31:01,442 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:01.441912Z'}
2025-05-15 21:31:03,443 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:03.442924Z'}
2025-05-15 21:31:05,444 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:05.444738Z'}
2025-05-15 21:31:07,445 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:07.445547Z'}
2025-05-15 21:31:09,446 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:09.446406Z'}
2025-05-15 21:31:11,447 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:11.447219Z'}
2025-05-15 21:31:13,455 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:13.455191Z'}
2025-05-15 21:31:15,471 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:15.471400Z'}
2025-05-15 21:31:17,472 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:17.472308Z'}
2025-05-15 21:31:19,474 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:19.473827Z'}
2025-05-15 21:31:21,475 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:21.475283Z'}
2025-05-15 21:31:23,476 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:23.476219Z'}
2025-05-15 21:31:25,478 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:25.478259Z'}
2025-05-15 21:31:27,479 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:27.479754Z'}
2025-05-15 21:31:29,480 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:29.480716Z'}
2025-05-15 21:31:31,482 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:31.482290Z'}
2025-05-15 21:31:33,483 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:33.483519Z'}
2025-05-15 21:31:35,484 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:35.484411Z'}
2025-05-15 21:31:37,488 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:37.488671Z'}
2025-05-15 21:31:39,492 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:39.491772Z'}
2025-05-15 21:31:41,499 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:41.495441Z'}
2025-05-15 21:31:43,502 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:43.501940Z'}
2025-05-15 21:31:45,504 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:45.504256Z'}
2025-05-15 21:31:47,509 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:47.509120Z'}
2025-05-15 21:31:49,510 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:49.510247Z'}
2025-05-15 21:31:51,512 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:51.512058Z'}
2025-05-15 21:31:53,515 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:53.515003Z'}
2025-05-15 21:31:55,515 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:55.515846Z'}
2025-05-15 21:31:57,518 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:57.517886Z'}
2025-05-15 21:31:59,519 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:31:59.519057Z'}
2025-05-15 21:32:01,520 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:01.520623Z'}
2025-05-15 21:32:03,522 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:03.521858Z'}
2025-05-15 21:32:05,524 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:05.523638Z'}
2025-05-15 21:32:07,531 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:07.529274Z'}
2025-05-15 21:32:09,535 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:09.535058Z'}
2025-05-15 21:32:11,536 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:11.536292Z'}
2025-05-15 21:32:13,537 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:13.537613Z'}
2025-05-15 21:32:15,539 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:15.539325Z'}
2025-05-15 21:32:17,544 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:17.544187Z'}
2025-05-15 21:32:19,548 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:19.548353Z'}
2025-05-15 21:32:21,552 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:21.552118Z'}
2025-05-15 21:32:23,559 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:23.558115Z'}
2025-05-15 21:32:25,560 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:25.560650Z'}
2025-05-15 21:32:27,562 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:27.561891Z'}
2025-05-15 21:32:29,567 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:29.567277Z'}
2025-05-15 21:32:31,570 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:31.570561Z'}
2025-05-15 21:32:33,574 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:33.573994Z'}
2025-05-15 21:32:35,575 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:35.575458Z'}
2025-05-15 21:32:37,578 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:37.577811Z'}
2025-05-15 21:32:39,579 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:39.579279Z'}
2025-05-15 21:32:41,580 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:41.580224Z'}
2025-05-15 21:32:43,582 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:43.582204Z'}
2025-05-15 21:32:45,583 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:45.583341Z'}
2025-05-15 21:32:47,584 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:47.583989Z'}
2025-05-15 21:32:49,591 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:49.591085Z'}
2025-05-15 21:32:51,593 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:51.593001Z'}
2025-05-15 21:32:53,594 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:53.593890Z'}
2025-05-15 21:32:55,594 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:55.594676Z'}
2025-05-15 21:32:57,596 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:57.596618Z'}
2025-05-15 21:32:59,598 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:32:59.598782Z'}
2025-05-15 21:33:01,600 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:01.599939Z'}
2025-05-15 21:33:03,604 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:03.601324Z'}
2025-05-15 21:33:05,608 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:05.608374Z'}
2025-05-15 21:33:07,609 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:07.609265Z'}
2025-05-15 21:33:09,610 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:09.610563Z'}
2025-05-15 21:33:11,614 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:11.614741Z'}
2025-05-15 21:33:13,617 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:13.617219Z'}
2025-05-15 21:33:15,618 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:15.618442Z'}
2025-05-15 21:33:17,620 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:17.619869Z'}
2025-05-15 21:33:19,622 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:19.622464Z'}
2025-05-15 21:33:21,623 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:21.623331Z'}
2025-05-15 21:33:23,624 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:23.624518Z'}
2025-05-15 21:33:25,625 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:25.625454Z'}
2025-05-15 21:33:27,627 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:27.627406Z'}
2025-05-15 21:33:29,628 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:29.628633Z'}
2025-05-15 21:33:31,630 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:31.630021Z'}
2025-05-15 21:33:33,635 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:33.633925Z'}
2025-05-15 21:33:35,639 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:35.639660Z'}
2025-05-15 21:33:37,641 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:37.640923Z'}
2025-05-15 21:33:39,643 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:39.642842Z'}
2025-05-15 21:33:41,644 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:41.644684Z'}
2025-05-15 21:33:43,645 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:43.645391Z'}
2025-05-15 21:33:45,648 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:45.647708Z'}
2025-05-15 21:33:47,650 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:47.649756Z'}
2025-05-15 21:33:49,651 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:49.651210Z'}
2025-05-15 21:33:51,655 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:51.654921Z'}
2025-05-15 21:33:53,656 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:53.655889Z'}
2025-05-15 21:33:55,657 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:55.656964Z'}
2025-05-15 21:33:57,658 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:57.658381Z'}
2025-05-15 21:33:59,659 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:33:59.659616Z'}
2025-05-15 21:34:01,663 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:01.662895Z'}
2025-05-15 21:34:03,664 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:03.663882Z'}
2025-05-15 21:34:05,665 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:05.665105Z'}
2025-05-15 21:34:07,666 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:07.666081Z'}
2025-05-15 21:34:09,671 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:09.671197Z'}
2025-05-15 21:34:11,672 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:11.672533Z'}
2025-05-15 21:34:13,673 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:13.673204Z'}
2025-05-15 21:34:15,674 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:15.674289Z'}
2025-05-15 21:34:17,675 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:17.675159Z'}
2025-05-15 21:34:19,693 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:19.693249Z'}
2025-05-15 21:34:21,695 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:21.694796Z'}
2025-05-15 21:34:23,696 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:23.696181Z'}
2025-05-15 21:34:25,697 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:25.697735Z'}
2025-05-15 21:34:27,698 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:27.698615Z'}
2025-05-15 21:34:29,700 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:29.700280Z'}
2025-05-15 21:34:31,701 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:31.701522Z'}
2025-05-15 21:34:33,705 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:33.705390Z'}
2025-05-15 21:34:35,707 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:35.706794Z'}
2025-05-15 21:34:37,708 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:37.707916Z'}
2025-05-15 21:34:39,713 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:39.712502Z'}
2025-05-15 21:34:41,714 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:41.713749Z'}
2025-05-15 21:34:43,720 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:43.720053Z'}
2025-05-15 21:34:45,723 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:45.722906Z'}
2025-05-15 21:34:47,725 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:47.724637Z'}
2025-05-15 21:34:49,726 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:49.726268Z'}
2025-05-15 21:34:51,727 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:51.727331Z'}
2025-05-15 21:34:53,729 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:53.728828Z'}
2025-05-15 21:34:55,731 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:55.730525Z'}
2025-05-15 21:34:57,732 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:57.731939Z'}
2025-05-15 21:34:59,733 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:34:59.733386Z'}
2025-05-15 21:35:01,735 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:35:01.735283Z'}
2025-05-15 21:35:03,739 - INFO - Sent: {'sensor_id': 'sensor4', 'temperature': 100.0, 'humidity': 95, 'timestamp': '2025-05-15T18:35:03.738786Z'}
